,JAN,SHOSINM,KANSU,ITMCD,DAIGENRECD,CHUGENRECD,SHOGENRECD,SIKIRIBANCD,ITMNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,CHOSHANM,SHPNSHACD,SHPNSHANM,SAKUHINCD,SAKUHINNM,SOSHONM,HATUBAIYMD,ANNUAL_SALES,SUBLABEL,SERIESNM,SERIESNM_shoshi,SERIESNM_sikiriban,SERIESNM_sosho,SERIESNM_sublabel,seriesnm_candidate_shoshi,seriesnm_candidate_sikiriban,seriesnm_candidate_sosho,seriesnm_candidate_sublabel
255,9784052056000,０さい〜３さい脳そだて　おさかなちゃんとあ〜そ〜ぼ！,,1076,16,11,2,1,書籍,児童書,幼児絵本,ファーストブック,ファーストブック,茂木健一郎,5,学研プラス,43360343,０さい～３さい脳そだて　おさかなちゃんとあ～そ～ぼ！,,20221020,1327,おさかなちゃん,おさかなちゃん,おさかなちゃん,,,おさかなちゃん,おさかなちゃん,学研ファースト歴史百科,,おさかなちゃん
256,9784052056598,でんしゃのひらがなれんしゅうちょう　７さいまでに楽しくおぼえる　改訂新版,,1076,19,1,1,1,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,「学研の頭脳開発」編集部,5,学研プラス,43375649,でんしゃのひらがなれんしゅうちょう　７さいまでに楽しくおぼえる　改訂新版,学研の頭脳開発,20221215,1461,学研の頭脳開発,学研の頭脳開発,,,学研の頭脳開発,学研の頭脳開発,歌ってみるみる覚える　ＣＤつき,学研わくわく知育ドリル,学研の頭脳開発プラス,学研の頭脳開発プラス
257,9784046321954,四つ子ぐらし　プレゼントに思いをこめて,１３,1076,16,55,1,15,書籍,児童書,児童文庫,児童文庫,角川つばさ文庫,ひのひまり,4,ＫＡＤＯＫＡＷＡ,43007684,四つ子ぐらし,角川つばさ文庫,20221109,21795,,四つ子ぐらし,四つ子ぐらし,,,,四つ子ぐらし,角川まんが学習シリーズ,角川まんが学習シリーズ,
258,9784052056574,徳川家康　天下泰平をもたらした将軍,,1076,16,71,5,41,書籍,児童書,学習百科,学習漫画,偉人・伝記（漫画）,もとむらえり,5,学研プラス,43369407,徳川家康　天下泰平をもたらした将軍,学研まんが　日本と世界の伝記,20221125,1071,学研まんが　日本と世界の伝記,学研まんが　日本と世界の伝記,,,学研まんが,学研まんが,すみっコぐらし,学研まんがＮＥＷ日本の伝記,学研まんが　日本と世界の伝記,学研まんが　日本と世界の伝記
259,9784052055171,きょうりゅう,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,真鍋真,5,学研プラス,43369054,きょうりゅう,ひとりでよめるずかん,20221118,1829,ひとりでよめるずかん,ひとりでよめるずかん,,,ひとりでよめるずかん,ひとりでよめるずかん,学研のにんぎょうげきえほん,おはなし図鑑シリーズ,ひとりでよめるずかん,ひとりでよめるずかん
260,9784065301944,トミカライトペンでしらべろ！トミカのひみつだいずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372075,トミカライトペンでしらべろ！トミカのひみつだいずかん,講談社ＭＯＯＫ,20221212,2389,,講談社ＭＯＯＫ,トミカ,,講談社ＭＯＯＫ,,トミカ,講談社アニメ絵本,リカちゃん_講談社ＭＯＯＫ,
261,9784053049247,マンガでわかる中学英語中１〜３,,1076,19,21,5,1,書籍,学習参考書,中学学参,基礎学習,基礎学習参考書,竹屋まり子,5,学研プラス,43222649,マンガでわかる中学英語中１～３,ＣＯＭＩＣ×ＳＴＵＤＹ,20221006,3839,ＣＯＭＩＣ×ＳＴＵＤＹ,ＣＯＭＩＣ×ＳＴＵＤＹ,,,ＣＯＭＩＣ×ＳＴＵＤＹ,ＣＯＭＩＣ×ＳＴＵＤＹ,中学生のための３行でわかるシリーズ,パーフェクトコース参考書,ＣＯＭＩＣ×ＳＴＵＤＹ,ＣＯＭＩＣ×ＳＴＵＤＹ
262,9784065264461,日本の歴史,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,西谷大,6,講談社,43358029,日本の歴史,講談社の動く図鑑ＭＯＶＥ,20221129,5685,,講談社の動く図鑑ＭＯＶＥ,,,講談社の動く図鑑ＭＯＶＥ,,２１世紀版少年少女日本文学館,講談社ポケット百科シリーズ,講談社の動く図鑑ＭＯＶＥ　ｍｉｎｉ,
263,9784065290361,仮面ライダーギーツもじかずちえドリル,,1076,19,1,1,1,書籍,学習参考書,幼児ドリル,幼児ドリル,幼児ドリル,講談社,6,講談社,43357398,仮面ライダーギーツもじかずちえドリル,キャラクタードリルシリーズ,20221018,1761,,キャラクタードリルシリーズ,仮面ライダー,,キャラクタードリルシリーズ,,仮面ライダー,キャラクタードリルシリーズ,キャラクタードリルシリーズ,
264,9784065306833,ウルトラ怪獣ベスト１００あそべるずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43385231,ウルトラ怪獣ベスト１００あそべるずかん,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20230113,1013,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,,,講談社ＭＯＯＫ,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
265,9784074523115,いきもののふしぎはっけん！３６６クイズ,,1076,16,71,1,407,書籍,児童書,学習百科,学習百科,理科　動物,主婦の友社,7,主婦の友社,43377197,いきもののふしぎはっけん！３６６クイズ,頭のいい子を育てる,20221117,2024,頭のいい子を育てる,頭のいい子を育てる,,,頭のいい子を育てる,頭のいい子を育てる,,,頭のいい子を育てるプチ,頭のいい子を育てるプチ
266,9784053056016,高校入試出るナビ英語,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,5,学研プラス,43360363,高校入試出るナビ英語,高校入試出るナビ,20221006,1429,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ,高校入試　ランク順カードスタイル
267,9784065290026,ＤｉｓｎｅｙツイステッドワンダーランドＭＩＸＥＤシールコレクション＆ミニレター,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43362341,ＤｉｓｎｅｙツイステッドワンダーランドＭＩＸＥＤシールコレクション＆ミニレター,ディズニーブックス　ディズニーシール絵本,20221028,1049,,ディズニーブックス　ディズニーシール絵本,,,ディズニーシール絵本,,ディズニー_Ｄｉｓｎｅｙ　ｉｎ　Ｐｏｃｋｅｔ,講談社アニメ絵本,ディズニーブックス　ディズニーシール絵本,
268,9784065297377,あそべる　ずかん　アニア,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372074,あそべる　ずかん　アニア,講談社ＭＯＯＫ　アニアアニマルアドベンチャー,20221026,1068,,講談社ＭＯＯＫ　アニアアニマルアドベンチャー,,,講談社ＭＯＯＫ,,講談社ＭＯＯＫ　アニアアニマルアドベンチャー,講談社アニメ絵本,講談社ＭＯＯＫ　アニアアニマルアドベンチャー,
269,9784065300985,あつまれ！　トミカ　いっぱいずかん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43384012,あつまれ！　トミカ　いっぱいずかん,講談社ＭＯＯＫ,20221208,3212,,講談社ＭＯＯＫ,トミカ,,講談社ＭＯＯＫ,,トミカ,講談社アニメ絵本,リカちゃん_講談社ＭＯＯＫ,
270,9784065301005,ウルトラ怪獣パワフル大図鑑１００　ウルトラＱ〜ウルトラマンパワード編,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43380806,ウルトラ怪獣パワフル大図鑑１００　ウルトラＱ～ウルトラマンパワード編,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,1157,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,ウルトラマン,,講談社ＭＯＯＫ,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
271,9784053056047,高校入試出るナビ理科,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,5,学研プラス,43360366,高校入試出るナビ理科,高校入試出るナビ,20221006,1479,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ,高校入試　ランク順カードスタイル
272,9784053056054,高校入試出るナビ社会,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,ｍｉｏ,5,学研プラス,43360367,高校入試出るナビ社会,高校入試出るナビ,20221006,2019,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ,高校入試　ランク順カードスタイル
273,9784065293355,アナと雪の女王　アナ雪　きらきら　えほん文庫,,1076,16,21,1,5,書籍,児童書,キャラクター絵本,キャラクター絵本,ディズニー,講談社,6,講談社,43362343,アナと雪の女王　アナ雪　きらきら　えほん文庫,ディズニーえほん文庫,20221027,1502,,ディズニーえほん文庫,アナと雪の女王,ディズニー,ディズニー,,アナと雪の女王,ディズニー_ＦＩＮＤ　ＢＯＯＫ,ディズニーえほん文庫,
274,9784065296189,エルメスのえほん　おさんぽステッチ,,1076,16,7,1,92,書籍,児童書,絵本,国内絵本,国内絵本,１００％ＯＲＡＮＧＥ,6,講談社,43380006,エルメスのえほん　おさんぽステッチ,講談社の創作絵本,20221124,1163,,講談社の創作絵本,,,講談社の創作絵本,,ハローキティ_げんきのえほん,講談社アニメ絵本,講談社の創作絵本,
275,9784074525584,ジブリの食卓となりのトトロ,,1076,16,61,1,41,書籍,児童書,実用百科,実用百科,料理,スタジオジブリ,7,主婦の友社,43364239,ジブリの食卓となりのトトロ,子どもりょうり絵本,20221004,1178,,子どもりょうり絵本,,,子どもりょうり絵本,,,,子どもりょうり絵本,
276,9784091125972,それいけ！アンパンマン　シールいっぱい！　たべものこれなあにブック,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,やなせたかし,9,小学館,43377198,それいけ！アンパンマン　シールいっぱい！　たべものこれなあにブック,小学館のカラーワイド,20221124,2339,カラーワイド,アンパンマン_小学館のカラーワイド,アンパンマン,,カラーワイド,カラーワイド,アンパンマン_ひらめき★シールえほん,小学館の図鑑ＮＥＯのクラフトぶっく,シルバニア_小学館のカラーワイド,シルバニア_小学館のカラーワイド
277,9784065281154,おかあさんといっしょファンターネ！ひみついっぱい！シールえほん,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43384711,おかあさんといっしょファンターネ！ひみついっぱい！シールえほん,げんきの絵本,20221215,1039,,げんきの絵本,おかあさんといっしょ,,げんきの絵本,,おかあさんといっしょ,講談社アニメ絵本,げんきの絵本,
278,9784065291115,にじいろの　さかなと　おはなしさん,,1076,16,7,3,92,書籍,児童書,絵本,海外絵本,海外絵本,マーカス・フィスター,6,講談社,43357704,にじいろの　さかなと　おはなしさん,にじいろのさかなブック,20221124,1141,,にじいろのさかなブック,,,にじいろのさかなブック,,にじいろのさかなブック,講談社アニメ絵本,にじいろのさかなブック,
279,9784065300992,全ウルトラマン　パーフェクト大図鑑　増補改訂,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43385230,全ウルトラマン　パーフェクト大図鑑　増補改訂,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,3406,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,ウルトラマン,,講談社ＭＯＯＫ,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
280,9784065301012,ウルトラ怪獣パワフル大図鑑１００　ウルトラマンティガ〜ウルトラマンゼロ編,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43380807,ウルトラ怪獣パワフル大図鑑１００　ウルトラマンティガ～ウルトラマンゼロ編,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,1143,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,ウルトラマン,,講談社ＭＯＯＫ,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
281,9784074531509,かっても　まけても　いいんだよ,,1076,16,7,3,97,書籍,児童書,絵本,海外絵本,３才〜海外絵本,オーレリー・シアン・ショウ・シーヌ,7,主婦の友社,43371448,かっても　まけても　いいんだよ,ガストンのソーシャルスキルえほん,20221031,1164,,ガストンのソーシャルスキルえほん,,,ガストンのソーシャルスキルえほん,,頭のいい子を育てるプチ,子どもりょうり絵本,ガストンのソーシャルスキルえほん,
282,9784065294994,はってはがせる！仮面ライダーギーツ超シールバトルロイヤル！,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43357380,はってはがせる！仮面ライダーギーツ超シールバトルロイヤル！,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221024,2165,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,仮面ライダー,,講談社ＭＯＯＫ,,仮面ライダー,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
283,9784065301029,ウルトラ怪獣パワフル大図鑑１００　ウルトラマンギンガ〜ウルトラマンデッカー編,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43380808,ウルトラ怪獣パワフル大図鑑１００　ウルトラマンギンガ～ウルトラマンデッカー編,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,1521,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,ウルトラマン,,講談社ＭＯＯＫ,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
284,9784065301197,ウルトラライトペンでちょうさせよ！ウルトラヒーロー＆かいじゅうひみつバトルだいず,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372550,ウルトラライトペンでちょうさせよ！ウルトラヒーロー＆かいじゅうひみつバトルだいず,おと幼ムック,20221212,2784,,おと幼ムック,,,おと幼ムック,,ティガ・ダイナ＆ウルトラマンガイア,講談社アニメ絵本,おと幼ムック,
285,9784053056061,高校入試出るナビ５科　改訂版,,1076,19,21,61,1,書籍,学習参考書,中学学参,高校入試,入試対策問題集,学研プラス,5,学研プラス,43360368,高校入試出るナビ５科　改訂版,高校入試出るナビ,20221027,4758,高校入試　出るナビ,高校入試出るナビ,高校入試出るナビ,,高校入試出るナビ,,高校入試出るナビ,中学ニューコース問題集,高校入試出るナビ,高校入試　ランク順カードスタイル
286,9784057508320,キャンディねんどでつくる　つやぷるアクセサリー,,1076,16,61,1,43,書籍,児童書,実用百科,実用百科,おしゃれ,ｓａｒｉｃｏ,5,学研プラス,43369072,キャンディねんどでつくる　つやぷるアクセサリー,［バラエティ］　ガールズクラフト,20221115,2277,ガールズクラフト,ガールズクラフト,,,ガールズクラフト,ガールズクラフト,学習ふせんシリーズ,,ガールズクラフト,ガールズクラフト
287,9784065304358,全仮面ライダー　パーフェクト大図鑑　増補改訂,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,ｍｉｏ,6,講談社,43374260,全仮面ライダー　パーフェクト大図鑑　増補改訂,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,20221223,2177,,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,仮面ライダー,,講談社ＭＯＯＫ,,仮面ライダー,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンデラックス　２５２,
288,9784083140778,ちびまる子ちゃんの仕事の見つけかた,,1076,16,71,5,91,書籍,児童書,学習百科,学習漫画,その他学習漫画,さくらももこ,8,集英社,43368783,ちびまる子ちゃんの仕事の見つけかた,満点ゲットシリーズ　せいかつプラス,20221104,1003,,満点ゲットシリーズ　せいかつプラス,ちびまる子ちゃん,,満点ゲットシリーズ　せいかつプラス,,満点ゲットシリーズ/ちびまる子ちゃん,学習漫画・日本の伝記,満点ゲットシリーズ　せいかつプラス,
289,9784065291702,仮面ライダーギーツとあそぼう！,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43372549,仮面ライダーギーツとあそぼう！,,20221025,11943,,仮面ライダー,仮面ライダー,,,,仮面ライダー,講談社アニメ絵本,,
290,9784065301036,仮面ライダーギーツとあそぼう！　レジェンド,,1076,16,35,1,11,書籍,児童書,絵本塔,絵本塔,講談社,講談社,6,講談社,43379298,仮面ライダーギーツとあそぼう！　レジェンド,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,20221215,8740,,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,仮面ライダー,,講談社ＭＯＯＫ,,仮面ライダー,講談社アニメ絵本,講談社ＭＯＯＫ　テレビマガジンＭＯＯＫ,
291,9784091066275,ピカチュウとあそぼ！　ピカチュウのだいぼうけん　ポケモンおはなし＆おあそびブック,,1076,16,35,1,1,書籍,児童書,絵本塔,絵本塔,小学館,よしのえみこ,9,小学館,43372077,ピカチュウとあそぼ！　ピカチュウのだいぼうけん　ポケモンおはなし＆おあそびブック,ワンダーライフスペシャル,20221024,2077,ワンダーライフスペシャル,ワンダーライフスペシャル,,,ワンダーライフスペシャル,ワンダーライフスペシャル,ピカチュウ_小学館のテレビ絵本,小学館の図鑑ＮＥＯのクラフトぶっく,ワンダーライフスペシャル,ワンダーライフスペシャル
292,9784092175143,乗りもの　新版　鉄道・自動車・飛行機・船,,1076,16,81,1,11,書籍,児童書,図鑑,図鑑,学習図鑑シリーズ,長根広和,9,小学館,43374262,乗りもの　新版　鉄道・自動車・飛行機・船,小学館の図鑑ＮＥＯ,20221129,13464,小学館の図鑑NEO,小学館の図鑑ＮＥＯ,,,小学館の図鑑ＮＥＯ,,めくってものしり絵本,観てわかるシリーズ,小学館の図鑑ＮＥＯのクラフトぶっく,小学館の図鑑ＮＥＯのクラフトぶっく
293,9784097251743,チャレンジミッケ！　ポケット版　サンタクロース,４,1076,16,7,4,31,書籍,児童書,絵本,さがしもの絵本,ミッケ,ウォルター・ウィック,9,小学館,43341242,チャレンジミッケ！　ポケット版,,20221129,1129,,ミッケ,ミッケ,ミッケ,,,ポケットモンスター_翻訳創作絵本シリーズ,ミッケ,,
294,9784097355984,星のカービィ　ディスカバリー　ほおばれ！シールブック,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ワープスター,9,小学館,43372078,星のカービィ　ディスカバリー　ほおばれ！シールブック,まるごとシールブックＤＸ,20221026,3484,まるごとシールブック,まるごとシールブックＤＸ,星のカービィ,,まるごとシールブック,まるごとシールブック,名探偵コナン_まるごとシールブック,ピーターラビット,まるごとシールブックＤＸ,名探偵コナン_まるごとシールブック
295,9784092592094,ドラえもん探究ワールド　本の歴史と未来,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43370509,ドラえもん探究ワールド　本の歴史と未来,ビッグ・コロタン,20221116,3907,ビッグ･コロタン,ビッグコロタン,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン,ビッグコロタン
296,9784092536418,マインクラフト　公式ドリル　さんすう　ステップ２　７ー８才におすすめ　マイクラで楽しく理数系センスを身につける！,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,夏坂哲志,9,小学館,43368533,マインクラフト　公式ドリル　さんすう　ステップ２　７ー８才におすすめ　マイクラで楽しく理数系センスを身につける！,知育ドリル,20221013,5677,知育ドリル,知育ドリル,マインクラフト,,知育ドリル,知育ドリル,マインクラフト,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
297,9784092592117,ドラえもん探究ワールド　ねむりと夢のふしぎ,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43383706,ドラえもん探究ワールド　ねむりと夢のふしぎ,ビッグ・コロタン,20221207,6404,ビッグ･コロタン,ビッグコロタン,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン,ビッグコロタン
298,9784198655471,スタジオジブリのヒロインがいっぱい,,1076,16,21,1,35,書籍,児童書,キャラクター絵本,キャラクター絵本,ジブリ,スタジオジブリ,19,徳間書店,43359658,スタジオジブリのヒロインがいっぱい,徳間アニメ絵本ミニ,20221015,1443,,ジブリ,ジブリ,ジブリ,徳間アニメ絵本,,ジブリ,ジブリ,徳間アニメ絵本,
299,9784323043906,アニメおさるのジョージ　ともだちだーれだ？,,1076,16,7,3,92,書籍,児童書,絵本,海外絵本,海外絵本,マーガレット・レイ,323,金の星社,43378665,アニメおさるのジョージ　ともだちだーれだ？,ふわふわゆびにんぎょうえほん,20221222,1358,,ふわふわゆびにんぎょうえほん,アニメおさるのジョージ,,ふわふわゆびにんぎょうえほん,,アニメおさるのジョージ　ちしきえほん,大人になっても忘れたくないいもとようこ名作絵本,ふわふわゆびにんぎょうえほん,
300,9784097353492,ワンワンの　パンやさん,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,ＮＨＫエデュケーショナル,9,小学館,43380286,ワンワンの　パンやさん,ゆびにんぎょうえほん　いないいないばあっ！,20221207,2718,,ゆびにんぎょうえほん　いないいないばあっ！,,,いないいないばあっ！,,アンデルセンの絵本,ピーターラビット,ゆびにんぎょうえほん　いないいないばあっ！,
301,9784309690766,トムとジェリーをさがせ！　めいさくシーンでおおはしゃぎ,,1076,16,21,1,7,書籍,児童書,キャラクター絵本,キャラクター絵本,トムとジェリー,まつやまたかし,309,河出書房新社,43368788,トムとジェリーをさがせ！　めいさくシーンでおおはしゃぎ,だいすき！トム＆ジェリーわかったシリーズ,20221201,1037,だいすき！トム＆ジェリーわかったシリーズ,トムとジェリー,トムとジェリー,トムとジェリー,,,トムとジェリー,トムとジェリー,話５分シリーズ＋,話５分シリーズ＋
302,9784092592100,ドラえもん科学ワールドｓｐｅｃｉａｌ　みんなのためのデジタル入門,,1076,16,71,1,21,書籍,児童書,学習百科,学習百科,ドラえもんの学習シリ－ズ,藤子・Ｆ・不二雄,9,小学館,43363325,ドラえもん科学ワールドｓｐｅｃｉａｌ　みんなのためのデジタル入門,ビッグ・コロタン,20221116,7997,ビッグ･コロタン,ビッグコロタン,ドラえもん,ドラえもん,,,ドラえもん_アニメ超ひゃっか,ドラえもんの学習シリ－ズ,ビッグコロタン,ビッグコロタン
303,9784097251897,ピタゴラじゃんけん装置ＱＲブック　ピタの巻,,1076,16,61,1,61,書籍,児童書,実用百科,実用百科,工作,ＮＨＫエデュケーショナル,9,小学館,43374263,ピタゴラじゃんけん装置ＱＲブック　ピタの巻,ピタゴラＢＯＯＫ,20221026,3858,,ピタゴラＢＯＯＫ,,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ,
304,9784097353485,ぷしゅぷしゅの　こんにちは！,,1076,16,21,1,51,書籍,児童書,キャラクター絵本,キャラクター絵本,その他キャラクター,テレビ東京,9,小学館,43380285,ぷしゅぷしゅの　こんにちは！,ゆびにんぎょうえほん　シナぷしゅ,20221207,3963,,シナぷしゅ,,,シナぷしゅ,,シナぷしゅ,ピーターラビット,ゆびにんぎょうえほん　いないいないばあっ！,
305,9784323043890,アニメおさるのジョージ　おやついっぱい,,1076,16,7,3,92,書籍,児童書,絵本,海外絵本,海外絵本,マーガレット・レイ,323,金の星社,43378664,アニメおさるのジョージ　おやついっぱい,ふわふわゆびにんぎょうえほん,20221222,1387,,ふわふわゆびにんぎょうえほん,アニメおさるのジョージ,,ふわふわゆびにんぎょうえほん,,アニメおさるのジョージ　ちしきえほん,大人になっても忘れたくないいもとようこ名作絵本,ふわふわゆびにんぎょうえほん,
306,9784092989313,小学館版学習まんが日本の歴史（全２０巻セット）,,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,小学館,9,小学館,43351790,小学館版学習まんが日本の歴史（全２０巻セット）,小学館学習まんがシリーズ,20221201,3011,小学館 学習まんがシリーズ,小学館学習まんがシリーズ,小学館版学習まんが,,小学館学習まんがシリーズ,小学館 学習まんがシリーズ,小学館版学習まんが人物館,日本名作おはなし絵本,小学館学習まんがシリーズ,小学館 学習まんがシリーズ
307,9784097504368,てれびくん超ひゃっかシリーズ　ウルトラマンデッカー　デッカー＆ヒーローバトルずかん,,1076,16,21,1,41,書籍,児童書,キャラクター絵本,キャラクター絵本,ヒーロー,間宮尚彦,9,小学館,43378663,てれびくん超ひゃっかシリーズ　ウルトラマンデッカー　デッカー＆ヒーローバトルずかん,超ひゃっか,20221116,1820,超ひゃっか,超ひゃっか,てれびくん超ひゃっかシリーズ,,超ひゃっか,超ひゃっか,てれびくん超ひゃっかシリーズ,トロールズ,てれびくん超ひゃっかシリーズ,てれびくん超ひゃっかシリーズ
308,9784092536425,マインクラフト　公式ドリル　さんすう　ステップ１　６ー７才におすすめ　マイクラで楽しく理数系センスを身につける！,,1076,19,5,1,91,書籍,学習参考書,小学ドリル,小学ドリル,その他ドリル,夏坂哲志,9,小学館,43368534,マインクラフト　公式ドリル　さんすう　ステップ１　６ー７才におすすめ　マイクラで楽しく理数系センスを身につける！,知育ドリル,20221013,7738,知育ドリル,知育ドリル,マインクラフト,,知育ドリル,知育ドリル,マインクラフト,ドラえもん_知育ドリル,ドラえもん_知育ドリル,ドラえもん_知育ドリル
309,9784092984011,日本の歴史　日本文化のあけぼの　旧石器〜縄文〜弥生〜古墳時代,１,1076,16,71,5,1,書籍,児童書,学習百科,学習漫画,日本の歴史,山川出版社,9,小学館,43381698,小学館版学習まんが　日本の歴史,小学館学習まんがシリーズ,20221201,1766,小学館 学習まんがシリーズ,小学館学習まんがシリーズ,,,小学館学習まんがシリーズ,小学館 学習まんがシリーズ,日本名作おはなし絵本,日本名作おはなし絵本,小学館学習まんがシリーズ,小学館 学習まんがシリーズ
310,9784097251903,ピタゴラじゃんけん装置ＱＲブック　ゴラの巻,,1076,16,61,1,61,書籍,児童書,実用百科,実用百科,工作,ＮＨＫエデュケーショナル,9,小学館,43374264,ピタゴラじゃんけん装置ＱＲブック　ゴラの巻,ピタゴラＢＯＯＫ,20221026,2720,,ピタゴラＢＯＯＫ,,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ,,ピタゴラＢＯＯＫ,
311,9784494003808,みかんくんがね・・,,1076,16,11,3,5,書籍,児童書,幼児絵本,知育絵本,たべもの絵本,とよたかずひこ,494,童心社,43365481,みかんくんがね・・,おいしいともだち,20221014,1648,おいしいともだち,おいしいともだち,,,おいしいともだち,おいしいともだち,くれよんのくろくん,ピーマン村の絵本たち,おいしいともだち,おいしいともだち
312,9784415332161,のりものずかん,,1076,16,11,3,1,書籍,児童書,幼児絵本,知育絵本,知育絵本,成美堂出版編集部,415,成美堂出版,43378668,のりものずかん,じぶんでよめる,20221110,3833,,じぶんでよめる,,,じぶんでよめる,,のりもの写真えほん,音と光のでる絵本,じぶんでよめる,
313,9784522439999,１０才からの勉強が得意になる方法,,1076,16,71,1,8,書籍,児童書,学習百科,学習百科,その他教科,葉一,522,永岡書店,43365870,１０才からの勉強が得意になる方法,大人だって本当は知らない,20221011,1669,,大人だって本当は知らない,,,大人だって本当は知らない,,,,大人だって本当は知らない,
