,JAN,cid,SHOSINM,SERIESNM,KANSU,SAKUHINNM,DAIGENRENM,CHUGENRENM,SHOGENRENM,SIKIRIBANNM,SHPNSHANM,CHOSHANM,SOSHONM
665,9784591144121,236,らくだい魔女の出会いの物語＜図書館版＞　らくだい魔女シリーズ,らくだい魔女の出会いの物語,,らくだい魔女の出会いの物語＜図書館版＞　らくだい魔女シリーズ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,
422,9784591114926,236,らくだい魔女と冥界のゆびわ,らくだい魔女の出会いの物語,,らくだい魔女と冥界のゆびわ,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
311,9784591136102,236,らくだい魔女と闇の宮殿,らくだい魔女の出会いの物語,,らくだい魔女と闇の宮殿,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
341,9784591111437,236,らくだい魔女と放課後の森,らくだい魔女の出会いの物語,,らくだい魔女と放課後の森,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
358,9784591095744,236,らくだい魔女と闇の魔女,らくだい魔女の出会いの物語,,らくだい魔女と闇の魔女,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
351,9784591117378,236,らくだい魔女と鏡の国の怪人,らくだい魔女の出会いの物語,,らくだい魔女と鏡の国の怪人,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
334,9784591107522,236,らくだい魔女と迷宮の宝石,らくだい魔女の出会いの物語,,らくだい魔女と迷宮の宝石,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
596,9784591103395,236,らくだい魔女と水の国の王女,らくだい魔女の出会いの物語,,らくだい魔女と水の国の王女,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
391,9784591100547,236,らくだい魔女とゆうれい島,らくだい魔女の出会いの物語,,らくだい魔女とゆうれい島,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
333,9784591119891,236,らくだい魔女と魔界サーカス,らくだい魔女の出会いの物語,,らくだい魔女と魔界サーカス,児童書,児童文庫,児童文庫,ポプラポケット文庫,ポプラ社,成田サトコ,ポプラポケット文庫
